id,title,genres,overview,poster,backdrop,rating,year,runtime,language,trailer_url
664332,Gangubai Kathiawadi,"Crime, Drama, History","Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",https://image.tmdb.org/t/p/w500/wHPEKlzg7CaJFCjWlMdZKpCRIDl.jpg,https://image.tmdb.org/t/p/original/zUioX7v6GBZm2TKySkpxitQuPtx.jpg,7.452,2022,157 min,hi,https://www.youtube.com/watch?v=N1ZwRv3vJJY
585268,War,"Action, Thriller, Adventure","Khalid, entrusted with the task of eliminating former soldier turned rogue Kabir, engages in an epic battle with his mentor who taught him everything.",https://image.tmdb.org/t/p/w500/yUtaHkL2SDIAZhRApZAyQrAXygn.jpg,https://image.tmdb.org/t/p/original/aOSDKvqglKVa3SYy4CPXYUAfDlf.jpg,6.7,2019,152 min,hi,
960876,Dunki,"Adventure, Comedy, Drama","Four friends from a sleepy little village in Punjab share a common dream: to go to England. Their problem is that they have neither the visa nor the ticket. A soldier alights from a train one day, and their lives change. He gives them a soldier's promise: He will take them to the land of their dreams. What follows is a hilarious and heartwarming tale of a perilous journey through the desert and the sea, but most crucially through the hinterlands of their mind.",https://image.tmdb.org/t/p/w500/kPRb1mbVHGop0egQ7153y0lhzGL.jpg,https://image.tmdb.org/t/p/original/uuw0PRR4sgGi1IV4CYYpEYtez9y.jpg,6.315,2023,159 min,hi,https://www.youtube.com/watch?v=Zd69FfhBmSc
1225915,Jewel Thief - The Heist Begins,"Action, Thriller","In this high-octane battle of wits and wills, ingenious con artist Rehan devises a diamond heist while trying to outsmart Rajan, his sadistic adversary.",https://image.tmdb.org/t/p/w500/eujLbO0kf1eqWC8XpHUJdtAVW2J.jpg,https://image.tmdb.org/t/p/original/kFXtAwJYbRTqiyQpE9kDc8qEP3X.jpg,6.695,2025,118 min,hi,https://www.youtube.com/watch?v=gzN46jvgTck
714338,Bulbbul,"Horror, Fantasy, Thriller","A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",https://image.tmdb.org/t/p/w500/4XYEqHqvcf6vxFhNyeKZz5xbUfV.jpg,https://image.tmdb.org/t/p/original/rfxj5AoOuvbqi0019TVZLy6gyCC.jpg,6.6,2020,94 min,hi,https://www.youtube.com/watch?v=4MGReT9-cAg
890195,Tees Maar Khan,"Action, Thriller","Tees Maar Khan, a college student, dreams of joining the police force and his hard work pays off when he joins the force. Soon, Tees Maar Khan starts facing troubles from an influential person who collaborates with a mafia don and his sister and brother-in-law are murdered.",https://image.tmdb.org/t/p/w500/tTAB1D6A7w1eyao6mCf2TEn9GyK.jpg,https://image.tmdb.org/t/p/original/hsz7JiZvxmDUEc9m6pR20ZF6kB8.jpg,6.2,2022,135 min,te,
1208735,Thandel,"Romance, Action, Drama, Thriller","Fisherman Raju is deeply in love with Satya. However, at one point, she urges him to stop going to the sea and look for other jobs. Ignoring her plea, Raju ventures out and accidentally drifts into Pakistani waters, where he is arrested.",https://image.tmdb.org/t/p/w500/uaMcu3I9l3qyYovya7dwUcdU6ve.jpg,https://image.tmdb.org/t/p/original/8mCApaSTpIj3y1LnHpBqzdy9rEW.jpg,6.1,2025,152 min,te,https://www.youtube.com/watch?v=6jBEzTbanUc
1239511,Lucky Baskhar,"Thriller, Crime, Drama",A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,https://image.tmdb.org/t/p/w500/a47JQFl9L7VDa79tEvnTOJe0rPa.jpg,https://image.tmdb.org/t/p/original/q8UyN4XhpmChtneZXdZ8fktQka6.jpg,7.592,2024,148 min,te,https://www.youtube.com/watch?v=Kv5RKsqVe-Y
628241,Ala Vaikunthapurramuloo,"Action, Comedy, Drama, Family","After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.",https://image.tmdb.org/t/p/w500/2rzORJaegE2bbKNVkQXbZCeV0BP.jpg,https://image.tmdb.org/t/p/original/5SDMPORslLXaYPx7S1kRqsBJYI3.jpg,6.588,2020,165 min,te,
563604,Dear Comrade,"Drama, Action, Romance",A hot-blooded student union leader falls for a state-level cricketer but his anger management issues and violent streak threatens to derail their love story .,https://image.tmdb.org/t/p/w500/wEDh02aLl2fkCXi25V4MOOuEuWF.jpg,https://image.tmdb.org/t/p/original/sSoMpYjqECgC74a3HAwdBVxFs6H.jpg,6.856,2019,122 min,te,https://www.youtube.com/watch?v=x_NEfuXTR1c
727121,Hari Hara Veera Mallu: Part 1 – Sword vs Spirit,"Action, Adventure, Drama","Set in the 1650s Mughal Era, Veera Mallu, a Robin Hood-like outlaw with secret motives is hired to steal the Koh-i-Noor from Aurangzeb’s palace. He is joined by a crew of misfits, each talented in their own way, to complete the mission.",https://image.tmdb.org/t/p/w500/mKM3yC7kepjfs8A723dqd9hOky8.jpg,https://image.tmdb.org/t/p/original/vg0n59EwKomMNJwlbt1CqlgFDI2.jpg,6.3,2025,161 min,te,https://www.youtube.com/watch?v=_oUFfxcgxfU
1024989,Kotha Kothaga,"Romance, Family, Drama","Sidhu, a simpleton studying in an engineering college, falls for Rajee, his wealthy junior. An incident in Rajee's 10th class makes her draw clear-cut boundaries with boys, making Sidhu’s life difficult, and he struggles to communicate his love for her.",https://image.tmdb.org/t/p/w500/nw7eV7hsqCA2DsBD6XidPmDHNgw.jpg,https://image.tmdb.org/t/p/original/hCGxi2ih7burlNqbIFVVtSMqHfE.jpg,0.0,2022,120 min,te,
1407437,Andhra King Taluka,"Action, Drama, Romance, Family","A heartfelt tribute to fan culture, the story follows Sagar, an ardent fan whose life, relationships, and identity revolve around his admiration for his cinematic idol, 'Andhra King' Surya Kumar.",https://image.tmdb.org/t/p/w500/e1lNI9dZKar0JN9iNuDeUhCZcwL.jpg,https://image.tmdb.org/t/p/original/f6vtDzjT5dnwytOmmzWjdFVzYSL.jpg,6.1,2025,166 min,te,
1335092,Sampradayaini Suppini Suddapusaani,"Comedy, Drama","After the accidental murder of a police sergeant, a man and his family are forced to cover up their tracks to avoid suspicion.",https://image.tmdb.org/t/p/w500/5NaXPthSsxJHo5Br0IIiLYz0z3w.jpg,https://image.tmdb.org/t/p/original/wtK4SmODghx3eXILqChOyHqX3Yr.jpg,0.0,2026,144 min,te,
1376856,The Paradise,"Action, Thriller, Drama","In 1980s Secunderabad, a marginalized tribe battles discrimination and fights for citizenship under an unexpected leader's guidance, challenging systemic oppression.",https://image.tmdb.org/t/p/w500/smghVMoMWSIFi5dgIz4w1UIcEcY.jpg,https://image.tmdb.org/t/p/original/7AcH5TFppoMusNkCBLaQP6UOODp.jpg,0.0,2026,N/A,te,
1381405,Mass Jathara,"Action, Crime, Thriller",A transport officer battles a violent drug lord and his criminal clan.,https://image.tmdb.org/t/p/w500/qvSyQdI2Mlpa5X7dRDBmIi30oHT.jpg,https://image.tmdb.org/t/p/original/9jiqrAgC9DoWKte8qc5gis0fWem.jpg,4.3,2025,144 min,te,
811944,Game Changer,"Action, Drama","Ram, a newly appointed district collector, takes charge in a city in Andhra Pradesh and immediately confronts the deeply entrenched corruption and inefficiency plaguing the government. Determined to bring reforms, he initiates sweeping changes, sparking a fierce conflict with a powerful state Minister.",https://image.tmdb.org/t/p/w500/qtOGsZoLW7QceqKmsOy5nSM6Aik.jpg,https://image.tmdb.org/t/p/original/aBw406SvghTKV6CTK9t84Bo9Xik.jpg,5.0,2025,164 min,te,
540468,Geetha Govindam,Romance,"Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.",https://image.tmdb.org/t/p/w500/sTreb0ajewXqeIqAyZ0IWtafoB5.jpg,https://image.tmdb.org/t/p/original/2pJ9xW1mA7zRfrg9On9e8AekrQM.jpg,7.0,2018,148 min,te,https://www.youtube.com/watch?v=qHqWRCxhcOk
868660,Guntur Kaaram,"Action, Drama","Years after his mother left him and remarried, Ramana is asked to sign documents denying any relations with his mother, but he refuses and demands answer to why his mother left him.",https://image.tmdb.org/t/p/w500/qvBt4YLy274ZmoMAfVlwmHkjVkq.jpg,https://image.tmdb.org/t/p/original/pRb9zpNXH1u6Fd4Da9H8PaIDwoY.jpg,5.483,2024,156 min,te,https://www.youtube.com/watch?v=q8M6Ybjr2Wc
374954,Sarrainodu,"Action, Drama","Ghana, a jobless young man who left military to bring justice to the society, whiling away timing beating up goons. Life takes a turn when he brushes the shady Vairam Dhanush the wrong way.",https://image.tmdb.org/t/p/w500/dYOlnzv8LmirzwtbXTU4ROGIebv.jpg,https://image.tmdb.org/t/p/original/bBn8pi9uq4fZkJxbMdlEefFgoZj.jpg,6.181,2016,161 min,te,
1448170,Champion,"History, Drama","An aspiring football star desperately seeks a way to travel to England to play for a famous team, but his journey leads him to a village waging a bloody conflict.",https://image.tmdb.org/t/p/w500/mC8s4ZUt1bTAL3OAlZGSSEs3Ieo.jpg,https://image.tmdb.org/t/p/original/lpi4D78RsCA0cZoDr5U2q6ZvBTb.jpg,6.8,2025,167 min,te,https://www.youtube.com/watch?v=5V9gNyaKpxg
1442975,Bhartha Mahasayulaku Wignyapthi,"Family, Drama, Comedy","What begins as a casual fling between a married man, Ram a.k.a Satya and Manasa in the middle of an international business trip, balloons into an out-of-the-blue mess when the latter lands in Hyderabad, disrupting Ram’s otherwise stable marriage with Balamani.",https://image.tmdb.org/t/p/w500/3QoTnvsbIAAWVXpfHzQKeEQhUi7.jpg,https://image.tmdb.org/t/p/original/oBv9eCzvutDV9Bt1IwRjMFfuS3L.jpg,4.7,2026,142 min,te,
1120762,Robinhood,Action,"Ram, a modern-day Robin Hood, is a master thief who unexpectedly finds himself switching sides. When fate forces him to become the personal security officer for Neera, a rollercoaster ride of action, comedy, and unexpected twists follows.",https://image.tmdb.org/t/p/w500/zeH5oAM1A3zgXbvQ3L9GiDs3ldQ.jpg,https://image.tmdb.org/t/p/original/q1vULesWRw5h0rlsEGqTNh3FT1R.jpg,5.3,2025,150 min,te,https://www.youtube.com/watch?v=NfsTxYtBiWg
307344,Shivam,"Action, Comedy, Romance","A fearless young man with a knack for helping couples elope finds himself on the run when a powerful gangster targets him, leading to a high-stakes chase where his own love life is the ultimate prize.",https://image.tmdb.org/t/p/w500/ulChVthJVkvmqVbiHlnCFZ8yjBp.jpg,https://image.tmdb.org/t/p/original/yudlsIjMUxuJqJmrwmI3bWBfqN3.jpg,4.667,2015,148 min,te,https://www.youtube.com/watch?v=sPZLc6naZKg
869760,Hanu-Man,"Fantasy, Action, Comedy, Science Fiction","In a small village, Hanumanthu, a petty thief, finds a mysterious gem, that gives him god-like powers. Will he succeed in keeping these powers from falling into the wrong hands and save his village?",https://image.tmdb.org/t/p/w500/m1zq48rWSXxplzoJR8YtbXWnnHM.jpg,https://image.tmdb.org/t/p/original/evUpfs4dw7AuZ5k8dkePVMFSg0T.jpg,6.461,2024,159 min,te,https://www.youtube.com/watch?v=2IXNyRSXQuw
1222049,Nilavuku En Mel Ennadi Kobam,"Romance, Comedy, Drama","Prabhu, a young chef, is ready to move forward with an arranged marriage when his past love, Nila, unexpectedly reenters his life, challenging his plans and emotions.",https://image.tmdb.org/t/p/w500/j5krlz9U40ZWaspQXa5CtQUikXl.jpg,https://image.tmdb.org/t/p/original/o5pSgHibKD0vPtXiGztSTZTWiHs.jpg,6.4,2025,131 min,ta,https://www.youtube.com/watch?v=M3nu9ftN1_Q
1435139,Aan Paavam Pollathathu,"Comedy, Romance, Drama","A year into their marriage, unable to distinguish between toxicity and mere misunderstandings, Sakthi decides to part ways with Siva. The couple navigate their separation, and whether they ultimately proceed with divorce forms the emotional climax.",https://image.tmdb.org/t/p/w500/5eZzBvETRK8uDz3mUK0Feio2T5C.jpg,https://image.tmdb.org/t/p/original/d3HvCcvR1JbLrloXYGb0QhRiOma.jpg,5.4,2025,120 min,ta,
1032627,Love Today,"Comedy, Romance",A young couple is made to exchange their phones for a day. What follows is a hilarious and emotional sequence of events that puts their lives in misery.,https://image.tmdb.org/t/p/w500/iRfIti4RhDFZ11UyCmz5Mk5wtGI.jpg,https://image.tmdb.org/t/p/original/tLYTWKiSHoR0yVz8ScrQDa1Youu.jpg,6.97,2022,154 min,ta,https://www.youtube.com/watch?v=Xjw4ZbCIYS0
800383,Beast,"Action, Adventure, Thriller","A former RAW officer, who is among the hostages in a mall taken over by terrorists, has to foil their plans and prevent the government from releasing a dreaded terrorist, who he had helped put in prison at great personal cost.",https://image.tmdb.org/t/p/w500/yE8bsjy9hvuSY5JdtFlJGXyaTeH.jpg,https://image.tmdb.org/t/p/original/dVViUXK436JNODkj5NwWjMm8NYu.jpg,5.223,2022,155 min,ta,
412862,Ratsasan,"Thriller, Crime, Mystery","A serial killer is murdering school girls, and a newbie cop has to track him down before the victim count increases.",https://image.tmdb.org/t/p/w500/mruUFlrVKiL994y3vvQBT8R2Vnf.jpg,https://image.tmdb.org/t/p/original/fMH9dtbohJegWDgOEM2ZJSfcrDi.jpg,7.388,2018,170 min,ta,https://www.youtube.com/watch?v=GsrN7rNch9Y
937020,Jailer,"Action, Crime, Thriller, Comedy, Adventure","Muthuvel Pandian, a retired, stern yet compassionate jailer lives a peaceful life with his family, but trouble knocks his door when his cop son’s tryst with an antique mafia gang goes awry and forces Muthu to step back into a dark world he had voluntarily took a break from.",https://image.tmdb.org/t/p/w500/pTmMxAHqX4vsIDE6HPPxOR0Q6TN.jpg,https://image.tmdb.org/t/p/original/ownDZBS9ecoPbWjW5V5L8jknGF.jpg,6.6,2023,165 min,ta,https://www.youtube.com/watch?v=xenOE1Tma0A
595228,Soorarai Pottru,"Drama, Action","Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.",https://image.tmdb.org/t/p/w500/5uimlxPCgAei8JfQUDFEUQLoyyh.jpg,https://image.tmdb.org/t/p/original/tZDdwUFL9OLhx2AhSMjKsg4abNb.jpg,7.796,2020,149 min,ta,
504231,Sarkar,"Action, Drama","NRI corporate Sundar Ramasamy comes to India to vote, only to learn that his vote has already been cast. While he reclaims his right legally, it also sets in motion a chain of events that eventually lead to him entering the political fray, trying to change the system.",https://image.tmdb.org/t/p/w500/plaMZ1r11u7D9JTd4vkmhQJlYfa.jpg,https://image.tmdb.org/t/p/original/dhifkRV8UMaZgE4lS6yIT82n3xt.jpg,5.7,2018,164 min,ta,
1259024,Good Bad Ugly,"Action, Crime, Comedy","AK, a powerful gangster, surrenders to the police, in hopes that his wife and son will live a peaceful life. When he is released 17 years later, he learns that his son is falsely accused of serious crimes. To protect him, he is forced to go back to his old ways, facing enemies, both old and new.",https://image.tmdb.org/t/p/w500/8DbYYluzdiGDAZzsaP7DWGbwfLd.jpg,https://image.tmdb.org/t/p/original/5CtvMLmCdksbYqqQd812WYML2wJ.jpg,5.944,2025,139 min,ta,
1291321,Sweetheart!,"Romance, Comedy, Drama","Vasu, a gifted animator with a troubled past, is forced to face his commitment issues when his partner Manu reveals her pregnancy.",https://image.tmdb.org/t/p/w500/bHxP4Mdgc6RwFZi7b1JDPXDus8j.jpg,https://image.tmdb.org/t/p/original/iYVTjTqGraQFr2mh3o4UB07LwYu.jpg,4.6,2025,144 min,ta,https://www.youtube.com/watch?v=S2Brsjl_1gg
587030,Kaithi,"Action, Thriller, Crime","Dilli, a convicted criminal, is out on parole to meet his daughter. However, a drug bust sets him off on a mission to save the life of police officers.",https://image.tmdb.org/t/p/w500/mxvOvom5zKRp4WPURKrhjoatt4P.jpg,https://image.tmdb.org/t/p/original/seTFDq1iKyJ6YHr7HePbC20DMsy.jpg,7.548,2019,147 min,ta,https://www.youtube.com/watch?v=tP_dh_s27iw
1465245,Ten Hours,"Crime, Thriller","A bus murder investigation unfolds, revealing possible scenarios and suspects. As everyone undergoes questioning, hidden layers of the case begin to surface.",https://image.tmdb.org/t/p/w500/5dYmfe3UtKyWZs4GNlLPS4pweEa.jpg,https://image.tmdb.org/t/p/original/1GbJDREvDhpaAs6BJXLbY3X5Gsw.jpg,7.5,2025,118 min,ta,
1031969,Kaadhal Enbadhu Podhu Udamai,"Drama, Romance, Family","A young woman's love for another woman shocks her parents, who struggle to accept same-sex relationships. As they move from rejection to denial and conditions to possible acceptance, the couple navigates the emotional fallout.",https://image.tmdb.org/t/p/w500/lryeARt5N2A8KqxKH9FjBrb9pFE.jpg,https://image.tmdb.org/t/p/original/529uabGT5CQIb6VbXKh0jHUxlmp.jpg,0.0,2025,108 min,ta,https://www.youtube.com/watch?v=zo75HMkj4u8
1324842,Lucky the Superstar,"Drama, Comedy","A stray puppy's adventure transforms lives: helping a child heal, bringing a family together, and causing political mayhem while finding her way home.",https://image.tmdb.org/t/p/w500/fb5ao0wON2Dq3atOy3rikyL8IsP.jpg,https://image.tmdb.org/t/p/original/cg2ioY2B4LpnpaYfzSExvmGqy1c.jpg,2.3,2026,123 min,ta,https://www.youtube.com/watch?v=JwPvl7zUlUE
796011,Sarpatta Parambarai,"History, Action, Drama","When Sarpatta Parambarai is challenged to a do-or-die match, Kabilan, a young labourer, must choose whether to put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics.",https://image.tmdb.org/t/p/w500/3f2KrEoOTmQxfDWgeqqLQ1rCYWP.jpg,https://image.tmdb.org/t/p/original/j9fWBx3rAjXmCHK7M0hltRYvn3r.jpg,7.729,2021,174 min,ta,
563309,Bigil,"Drama, Action, Family","A do-gooder don wants his footballer son to uplift the life of his people by becoming a champion, but fate draws the youngster into a life of violence. Will he be able to fulfill his father’s dream when an opportunity comes his way seven years later?",https://image.tmdb.org/t/p/w500/s4Yi1RbMyyN3hH2hElwvluP2rOG.jpg,https://image.tmdb.org/t/p/original/cc14e095w0ri6ppoLxSEl7iUqHs.jpg,6.336,2019,177 min,ta,
660046,Ponniyin Selvan: Part I,"Action, Adventure, History","The Chola kingdom is under threat from forces both internal and external, and with crown prince Aaditha Karikalan, his younger brother Arunmozhi Varman and the emperor, Sundara Cholar separated by situations, it is up to a messenger to ensure the safety of the kingdom. Can he succeed in his mission, especially with Karikalan's former girlfriend, Nandhini, plotting to bring down the entire Chola empire?",https://image.tmdb.org/t/p/w500/zSNyZUeqDdii0doQ9970E90kCkb.jpg,https://image.tmdb.org/t/p/original/nrVpYaBw0kqm2ySiwbxo33LnRkr.jpg,7.081,2022,167 min,ta,
786567,Gandhi Talks,Comedy,"A silent black comedy, about the monetary needs of a character & how it impacts the others. A young, unemployed graduate Mahadev’s struggle to land a job through any means possible and crosses paths with a businessman and petty thief. A subject wherein silence speaks much louder than words. Although a work of fiction by the writer, all the characters in the film are sketched out to seem very real and relatable ensuring an enriching journey as well a laugh riot as the cat and mouse guffaws amongst them unfold. Gandhi Talks aims at telling a story by switching off the device of dialogue, which is not only scary but also interesting and challenging.",https://image.tmdb.org/t/p/w500/p4iQT3s97T3gQOLhTj0UplzYMOj.jpg,https://image.tmdb.org/t/p/original/4Cqad6ZpWJRhBumGE1QwHs9pVuB.jpg,6.5,2026,133 min,ta,https://www.youtube.com/watch?v=rph2F0uX-A0
1219158,Lover,"Romance, Drama","An alcoholic designer struggles to save his six-year relationship while facing personal challenges and misunderstandings. As their bond is tested, he begins to confront his past and question whether love alone is enough to hold them together.",https://image.tmdb.org/t/p/w500/5rN7wzvM9oAR35sQVNUt8JuTDFS.jpg,https://image.tmdb.org/t/p/original/7OwcPLgNgK3CmNaXQdLqeVStnFC.jpg,7.3,2024,145 min,ta,https://www.youtube.com/watch?v=UkFD3pKmSks
410331,Vada Chennai,"Action, Crime, Drama","Anbu, a young carrom player in North Chennai becomes inadvertently involved in an ongoing conflict between two local gangsters.",https://image.tmdb.org/t/p/w500/4Pa7SriYtq4BdoS2BAPm6w66vLi.jpg,https://image.tmdb.org/t/p/original/51ypVhVjplqXBycQiiumjXW98VT.jpg,7.8,2018,166 min,ta,https://www.youtube.com/watch?v=jjJES-JO26g
627336,L2: Empuraan,"Action, Crime, Thriller","Five years after becoming Chief Minister of Kerala, Jathin Ramdas' move to align with communal forces led by Balraj 'Baba' Bajrangi, triggers Stephen Nedumpally aka Khureshi Ab'raam to return with his Man Friday Zayed Masood to save his home state and settle scores.",https://image.tmdb.org/t/p/w500/dfaZipN3Aw5BK85nEvfr2FNg4EW.jpg,https://image.tmdb.org/t/p/original/jYaoVDJ9J6Me3J0EQCABzQ99YVG.jpg,6.2,2025,179 min,ml,
1164370,Neru,"Drama, Thriller","'Neru' is an enthralling legal and emotional drama that delves into the life of Sara, a blind sculpture artist on a quest for justice following a harrowing incident.  Against the backdrop of the Indian legal system, this gripping story takes viewers through a rollercoaster of emotions, unveiling layers of deceit and ultimately exploring themes of redemption.",https://image.tmdb.org/t/p/w500/ktzJcMp4J1XssMgpZoQp0aFSrpC.jpg,https://image.tmdb.org/t/p/original/s5iqa1trf5fLjZrYI38aF0n8YUr.jpg,7.2,2023,152 min,ml,
1069945,Manjummel Boys,"Adventure, Thriller, Drama","Manjummel Boys, based on a real story, is about a bunch of friends who set out on a trip to Kodaikanal and the events that occur there.",https://image.tmdb.org/t/p/w500/bswrtewwthpsh6nABiqKevU4UBI.jpg,https://image.tmdb.org/t/p/original/zGsHpuMN412VyzJZZnQeq4lMdjF.jpg,7.772,2024,135 min,ml,https://www.youtube.com/watch?v=9uzfrur9SDU
653221,Hridayam,"Romance, Drama","Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.",https://image.tmdb.org/t/p/w500/rMNzpbruCuBmYPWhaNLrKOlNKcu.jpg,https://image.tmdb.org/t/p/original/mrupP5GXx8O4dmhUTTjxND4TMEw.jpg,7.1,2022,172 min,ml,
1149791,Premalu,"Romance, Comedy","Sachin, a carefree graduate, crosses paths with Reenu, a spirited IT professional, in Hyderabad. As their friendship deepens, unspoken feelings, career ambitions and life choices challenge their bond.",https://image.tmdb.org/t/p/w500/uPpmBjY3znUqGY8kYwI5xvOrSc0.jpg,https://image.tmdb.org/t/p/original/gDyLcjvmdAhmYqjCMwZ9PndnAVm.jpg,7.772,2024,155 min,ml,https://www.youtube.com/watch?v=OnxChVgg6N8
1254590,Kalamkaval,"Crime, Drama","Early 2010s. A routine Kerala Police inquiry in the quiet village of Kottayikonam takes an unexpected turn when a trail of seemingly minor clues unravels into a string of disturbing cases. The investigation soon crosses into Tamil Nadu, revealing unsolved mysteries that have lingered for years.",https://image.tmdb.org/t/p/w500/5vdogNH72GrriiZ45H8U7CPWGfO.jpg,https://image.tmdb.org/t/p/original/iF0gpj1HFRCi7VcWnJTg90ApYBW.jpg,6.289,2025,144 min,ml,
1084812,Aavesham,"Comedy, Action",Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.,https://image.tmdb.org/t/p/w500/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg,https://image.tmdb.org/t/p/original/6WxEPaZGFWmQegUmseoGtlTKtQq.jpg,7.488,2024,156 min,ml,https://www.youtube.com/watch?v=OsMqr3556F8
1481595,Athi Bheekara Kaamukan,"Romance, Comedy","On the edge of a misty hilltop in rural Kerala, a young man named Arjun prepares to end his life. It’s the day of his beloved Anu’s wedding—an unbearable moment for a heart that had loved silently and shattered quietly.",https://image.tmdb.org/t/p/w500/dKo7UDzLAuIOOdiaDV8X0KAFRoR.jpg,https://image.tmdb.org/t/p/original/njubyJJ9u97oNLe57S8xGreNB9z.jpg,2.0,2025,127 min,ml,
441182,Godha,"Comedy, Drama","A washed-up wrestler's life changes when he brings a passionate female wrestler from Punjab to his conservative Kerala village, sparking a comedic yet inspiring revolution in the local wrestling pits.",https://image.tmdb.org/t/p/w500/gzacK6MbJQAzwEFQPKPWmXngNnE.jpg,https://image.tmdb.org/t/p/original/bvpWSpeTzoirHh2AAlFJSDcEWmF.jpg,7.0,2017,120 min,ml,https://www.youtube.com/watch?v=hnICGugY6fI
1245571,Alappuzha Gymkhana,"Action, Drama, Comedy","A group of youngsters, after failing their plus two exams, aims to join a common college through the sports quota. They choose boxing as their sport. By luck, they manage to survive the district-level competitions. But what will happen at the higher levels?",https://image.tmdb.org/t/p/w500/q4OwzcY6r2L1M1S6uYzmtzjwAqX.jpg,https://image.tmdb.org/t/p/original/gndCUsT53TIykPAG393UqgjU69T.jpg,6.538,2025,140 min,ml,
564701,Lucifer,"Action, Drama, Thriller","In God's own country, the supreme leader of the ruling party dies, leaving a huge vacuum, not only in the electoral and leadership sphere of the party but also that of the state. In the inevitable succession squabble and the power struggle that ensues, the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem, emerge forces that are hitherto unheard of.",https://image.tmdb.org/t/p/w500/fXgY2RCzoIJPhPDoyKRjaaqjIZs.jpg,https://image.tmdb.org/t/p/original/8SFdD1gwynrsj3hCtINgC1EsNzB.jpg,7.074,2019,174 min,ml,
1509694,Ashakal Aayiram,"Comedy, Drama","A social media enthusiast chases fame until a major film production arrives in his neighborhood, suddenly bringing his dreams of stardom within reach in ways he never imagined.",https://image.tmdb.org/t/p/w500/dn025nJaG2ZKDA19ymPfZWUwPEH.jpg,https://image.tmdb.org/t/p/original/j4YdIxiZwz2MqyqYAdiHeoh0y8V.jpg,8.5,2026,128 min,ml,
1181110,Innocent,"Comedy, Drama","Vinod, 29, is a man of routine. Living in Karunagappally and working at the Planning Office in Thiruvananthapuram, he spends his days in a carefully controlled cycle of train commutes, meticulous work, and an almost obsessive adherence to order.",https://image.tmdb.org/t/p/w500/A1z6Uhk63p6kh43mkuTfECIkcRQ.jpg,https://image.tmdb.org/t/p/original/rl4Ke2Cq3VH4j9rQNE1uP2iffys.jpg,4.0,2025,124 min,ml,https://www.youtube.com/watch?v=Dy06OkkKIwo
398786,Kammatti Paadam,"Drama, Action","Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up.",https://image.tmdb.org/t/p/w500/2zJoZn1EBR6UQDr6OdT4Og77zFn.jpg,https://image.tmdb.org/t/p/original/o8UR1OEJxkdjo4eipuWhV60LlGe.jpg,8.0,2016,177 min,ml,https://www.youtube.com/watch?v=B-m13AJMxW4
933835,Cup,"Family, Drama","CUP - Love All Play follows the journey of Nidhin Babu, a teenager from Vellaramkunnu, Idukki, who dreams of becoming a badminton champion.",https://image.tmdb.org/t/p/w500/hYV50JZ0PtQZWInMxCn3Rm5D4UA.jpg,,2.0,2024,125 min,ml,
1273274,Haal,"Romance, Drama","Two young lovers from opposing social classes navigate prejudice and family expectations in modern-day society, as their forbidden romance challenges deep-rooted traditions.",https://image.tmdb.org/t/p/w500/xmDQj0clWvkPiuvsl9LEwkrFjIA.jpg,https://image.tmdb.org/t/p/original/6hxpAQE07GeTTvZN965BPFtATEd.jpg,2.0,2025,129 min,ml,
585261,Virus,"Drama, Thriller","A real life account of the deadly Nipah virus outbreak in Kerala, and the courageous fight put on by several individuals which helped to contain the epidemic.",https://image.tmdb.org/t/p/w500/fd8BJ1j5BzaC9McYRW98PmeqkHo.jpg,https://image.tmdb.org/t/p/original/4cdB33rFiVKOZ8A1HfFy4teFgRB.jpg,7.4,2019,152 min,ml,https://www.youtube.com/watch?v=38MijVTyP7s
706872,Drishyam 2,"Thriller, Crime, Drama","7 years after the events of Drishyam, the family lives with the trauma from that fateful night. A gripping tale of an investigation and a family threatened by it. Will Georgekutty be able to protect his family this time?",https://image.tmdb.org/t/p/w500/8RJBCUGE27LX06tAES4jTELN0KA.jpg,https://image.tmdb.org/t/p/original/2C6yyoCStz7jcwjINdJTF5zAbi4.jpg,7.57,2021,153 min,ml,
