id,title,genres,overview,poster,backdrop,rating,year,runtime,language,trailer_url
848116,Rocky Aur Rani Kii Prem Kahaani,"Comedy, Drama, Family, Romance","Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?",https://image.tmdb.org/t/p/w500/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,https://image.tmdb.org/t/p/original/61RYedFgX1K07xgVIvdJzukSR4g.jpg,6.1,2023,178 min,hi,https://www.youtube.com/watch?v=Ah_AMkoaLWA
1446616,Tu Yaa Main,"Thriller, Romance","A wannabe rapper from the outskirts of Mumbai and an affluent influencer elope to a coastal town, only to find themselves trapped in the pool of a derelict resort fighting for survival against the wrath of a ferocious crocodile.",https://image.tmdb.org/t/p/w500/nUPnA0I1MTaZRVCsUQc5DS5JA8W.jpg,https://image.tmdb.org/t/p/original/zIOBTZAqGwdKnOb5c6SvzxP7x86.jpg,6.4,2026,145 min,hi,
1582770,Dhurandhar: The Revenge,"Action, Crime, Thriller","As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",https://image.tmdb.org/t/p/w500/dI7CjJA4cC92UcKMBnCh5BTDHVQ.jpg,https://image.tmdb.org/t/p/original/owQeDouUZ6wI6f1aTOYEFd511zn.jpg,7.5,2026,229 min,hi,https://www.youtube.com/watch?v=NHk7scrb_9I
1291608,Dhurandhar,"Action, Crime, Thriller","A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",https://image.tmdb.org/t/p/w500/8FHOtUpNIk5ZPEay2N2EY5lrxkv.jpg,https://image.tmdb.org/t/p/original/4DfxcN4w0FuYZHQ3JAHzpHWia1U.jpg,7.103,2025,212 min,hi,https://www.youtube.com/watch?v=o--C7AH5SuI
1339876,Mardaani 3,"Action, Crime, Thriller","Officer Shivani Shivaji Roy returns to hunt down those behind the disappearance of young girls, risking everything to bring them back alive.",https://image.tmdb.org/t/p/w500/dHxLBtHw4InwsVumnthupZYz6NM.jpg,https://image.tmdb.org/t/p/original/pfcyWSaPKGagqdunfBXQYCqZHxx.jpg,7.268,2026,131 min,hi,https://www.youtube.com/watch?v=V4TJKSEftkU
1673393,Krishnavataram Part 1: The Heart (Hridayam),"Adventure, Romance, Drama","An epic devotional narrative that reimagines the journey of Lord Krishna, tracing his path from Dwarka to Kurukshetra after parting ways with Radha. As his journey unfolds, it explores his connection with people, his layered personality, and the lessons he imparts about love and life.",https://image.tmdb.org/t/p/w500/7AxJYvPWLlNiGH52A9eenDxQzu8.jpg,https://image.tmdb.org/t/p/original/quMadsmJAFKGd6UpCFwxtlrVxPF.jpg,9.0,2026,149 min,hi,https://www.youtube.com/watch?v=KIwC1m7etLE
1213898,Border 2,"Action, Drama, War","Three idealistic soldiers in the Indian army, navy and air force face grueling combat conditions in this film set during the 1971 Indo-Pak war.",https://image.tmdb.org/t/p/w500/wUcttG71zo9deP4m9sDhYPUcvi5.jpg,https://image.tmdb.org/t/p/original/fzo85eKFEjfmJ781gubJQjpQAwF.jpg,7.125,2026,201 min,hi,
1135873,GGS - Ganteng-Ganteng Sange,"Drama, Romance",Kelas Bintang is back with this pack of drama called GGS - Ganteng-Ganteng Sange.,https://image.tmdb.org/t/p/w500/39fFH027tOpTyZwSNOydSAsOCzb.jpg,,6.1,2023,28 min,hi,
444000,Love Sonia,Drama,Inspired by a real story of young girl's journey escape from the world of international sex trafficking.,https://image.tmdb.org/t/p/w500/qiCMgBHncFnH9IGn5KPWRz0hEDv.jpg,https://image.tmdb.org/t/p/original/eSW8frBUo3cuEtHQIojQLRaxg8z.jpg,7.194,2018,126 min,hi,
1190511,Sitaare Zameen Par,"Comedy, Drama",A disgraced basketball coach is given the chance to coach a team of players who are intellectually disabled as part of community services. Gulshan has apprehensions at first and feels out of place but soon realizes they just might have what it takes to make it to the national championships.,https://image.tmdb.org/t/p/w500/adYjCJGSNiL7CIaDW3g0Bcg7r2Z.jpg,https://image.tmdb.org/t/p/original/pdbML7ol4HvsI1xWX0s9LZpUGfL.jpg,7.0,2025,155 min,hi,https://www.youtube.com/watch?v=YH6k5weqwy8
1241693,Do Deewane Seher Mein,"Romance, Drama, Comedy","Two socially awkward millennials in Mumbai find love while struggling with self-acceptance. As they battle insecurities and societal pressure, their journey takes them from city chaos to mountain serenity.",https://image.tmdb.org/t/p/w500/pJu9oL6ElIaajAjwgoKyUCM319H.jpg,https://image.tmdb.org/t/p/original/tAh0dkZiOSICkRlv9wXOsvcNl4s.jpg,6.111,2026,137 min,hi,https://www.youtube.com/watch?v=rjtPZbBUawE
1239134,Bhooth Bangla,"Horror, Comedy","A man inherits a palace in rural Mangalpur and plans his sister's wedding there, but strange supernatural events and panicked locals force him to investigate the property's mysterious past.",https://image.tmdb.org/t/p/w500/79RBp8afL4u4z3nVGR78z6eIvBB.jpg,https://image.tmdb.org/t/p/original/A2tzVTVtnTvpji96IZmleN78KKv.jpg,6.5,2026,163 min,hi,
1416391,Toaster,"Comedy, Crime, Action",Murder and chaos erupt when a miser becomes obsessed with a toaster he gave as a wedding gift.,https://image.tmdb.org/t/p/w500/8bsa86WKaQ9plaYN7rd9oGwmyVV.jpg,https://image.tmdb.org/t/p/original/3gI8gS7YIpmEzUehg3cZVQ62phl.jpg,5.318,2026,126 min,hi,
1109086,War 2,"Action, Thriller","Years ago Agent Kabir went rogue, became India’s greatest villain ever.  As he descends further into the deepest shadows... India sends its deadliest, most lethal agent after him, Agent Vikram  A Special Units Officer who is more than Kabir’s equal and a relentless Terminator driven by his own demons, determined to put a bullet into Kabir’s skull.",https://image.tmdb.org/t/p/w500/2Yc8Kl2ldPpDzLrG2M5Ddv62FXB.jpg,https://image.tmdb.org/t/p/original/pKIRUTnwY3YYU9urSdsuobdcliP.jpg,5.8,2025,173 min,hi,
781732,Animal,"Action, Crime, Drama",The hardened son of a powerful industrialist returns home after years abroad and vows to take bloody revenge on those threatening his father's life.,https://image.tmdb.org/t/p/w500/hr9rjR3J0xBBKmlJ4n3gHId9ccx.jpg,https://image.tmdb.org/t/p/original/lprsAHkwMxk2iC6VZxNmV0H7g1t.jpg,6.12,2023,201 min,hi,
1241634,Saiyaara,"Romance, Drama, Music","Two artistic souls find harmony through music despite their contrasting worlds. As feelings deepen, age and circumstances challenge their undeniable bond.",https://image.tmdb.org/t/p/w500/hQBIsi3ZfBYEayMc3GhcEmJVkss.jpg,https://image.tmdb.org/t/p/original/mguy0nefEUY7NKruffpLO3Stj3d.jpg,6.398,2025,150 min,hi,
1389149,Accused,"Thriller, Mystery, Drama","When a celebrated queer doctor in London is accused of sexual misconduct, her life unravels. Now under a storm of suspicion and scrutiny, her marriage fractures and the truth blurs. Her wife must decide whether to walk away, or fight for the woman the world is turning against.",https://image.tmdb.org/t/p/w500/e0YNWPVJBs9wUkcB6a1kCMF4LO7.jpg,https://image.tmdb.org/t/p/original/8QRMlkCMFNKZM2ApnIaut5t4snf.jpg,5.197,2026,107 min,hi,
360814,Dangal,"Drama, Family, Comedy","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.",https://image.tmdb.org/t/p/w500/1CoKNi3XVyijPCvy0usDbSWEXAg.jpg,https://image.tmdb.org/t/p/original/l0fNAHLOFReQJsxCOmGWvJDnimn.jpg,7.881,2016,161 min,hi,https://www.youtube.com/watch?v=x_7YlGv9u1g
1320660,Pati Patni Aur Woh Do,Comedy,"A seemingly perfect marriage in Prayagraj takes an unexpected turn when one decision leads to a chain of misunderstandings, suspicion, and comedic chaos.",https://image.tmdb.org/t/p/w500/x0RUPvba4JlCCkyyEZGlQFIFVuF.jpg,https://image.tmdb.org/t/p/original/eNAFLrd1XAAD4hgdTPjewpzYU4W.jpg,0.0,2026,115 min,hi,
1464795,Daadi Ki Shaadi,"Comedy, Drama, Family",A grandmother’s mishap with a social media post causes consternation amongst her children and threatens the prospect of her granddaughter’s wedding.,https://image.tmdb.org/t/p/w500/hKbQjE5ZcZUpuzApEjyoVCUWwdx.jpg,https://image.tmdb.org/t/p/original/4QTWMWtrBkN5PdsL4XX5Pp27VIO.jpg,0.0,2026,150 min,hi,https://www.youtube.com/watch?v=q2zwd3OVcnM
1511417,Bāhubali: The Epic,"Action, Drama","When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",https://image.tmdb.org/t/p/w500/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,https://image.tmdb.org/t/p/original/i2GPnSwsdxHtI19e7gZwFVndpqg.jpg,6.095,2025,224 min,te,https://www.youtube.com/watch?v=q8nbZbHRcEg
1634301,Vanaveera,"Action, Drama",A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,https://image.tmdb.org/t/p/w500/oBYExKI8E3bTzQjPkofhpV2EJon.jpg,https://image.tmdb.org/t/p/original/lmns2jlRmATs8OGWKcCkgrbHLM4.jpg,7.5,2026,N/A,te,https://www.youtube.com/watch?v=U7_VZlGApBI
1403735,Laila,"Comedy, Romance","Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",https://image.tmdb.org/t/p/w500/aFogllaRGlAhk1nqvVGFpZpl4qU.jpg,https://image.tmdb.org/t/p/original/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,5.25,2025,134 min,te,https://www.youtube.com/watch?v=FyhFBHpTh6Y
579974,RRR,"Action, Adventure, Drama",A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,https://image.tmdb.org/t/p/w500/u0XUBNQWlOvrh0Gd97ARGpIkL0.jpg,https://image.tmdb.org/t/p/original/i0Y0wP8H6SRgjr6QmuwbtQbS24D.jpg,7.7,2022,187 min,te,https://www.youtube.com/watch?v=i4pjiLGUTtk
1220522,Dacoit,"Action, Romance, Thriller","Betrayed by his better half, a man is convicted for a crime he didn't commit. Once free, he hunts her down in pursuit of vengeance, as their stories intertwine with a series of robberies.",https://image.tmdb.org/t/p/w500/lbrnJY7E0a9xxgj2cotNp6YI4dz.jpg,https://image.tmdb.org/t/p/original/q8Qlpmp2my1IZV9EVebzvhhJPmy.jpg,6.3,2026,150 min,te,
1022453,The Rajasaab,"Comedy, Horror, Fantasy, Action","Seeking his lost grandfather, a young man enters a haunted mansion and awakens a family curse powerful enough to upend both his life and reality.",https://image.tmdb.org/t/p/w500/nvK6gYa4diCnQkDVN42uoYXPrdT.jpg,https://image.tmdb.org/t/p/original/kCwmLYy9ZMto1eMH8BI9KcVVIH2.jpg,5.3,2026,186 min,te,https://www.youtube.com/watch?v=YFZMBqyXkqQ
1233327,Matka,"Action, Crime","Set between the years 1958 and 1982, Matka tells the story of Vasu, who rises from poverty to create a powerful gambling empire in India, ultimately leading the nation into a battle with the government. Based on real events, the tale explores themes of love, moral choices, and the consequences of ambition.",https://image.tmdb.org/t/p/w500/1LzHbFk93Lp00ZsqGHPAnAoUJW8.jpg,https://image.tmdb.org/t/p/original/kyVcNF6GRthdiT4oZn5XgJtl0F7.jpg,4.9,2024,159 min,te,
1423251,Biker,"Adventure, Drama","A seasoned motocross rider returns to the grueling sport he once abandoned, confronting fierce competition and a father who might push him to the brink.",https://image.tmdb.org/t/p/w500/cKuFTk3qqrASg2nopJwDdeAroeF.jpg,https://image.tmdb.org/t/p/original/yrsWvYxnmA7ntxZtO9K0OInjyRA.jpg,6.25,2026,162 min,te,
1057265,Peddi,"Action, Drama","In 1980s rural Andhra Pradesh, a spirited villager unites his community through sports to defend their pride against a powerful rival.",https://image.tmdb.org/t/p/w500/tQkUqSEj0z7t7gMwkxVHanI7JfP.jpg,https://image.tmdb.org/t/p/original/aVvMoRyQupMzftoI6AydbEhtSi8.jpg,0.0,2026,176 min,te,
1187075,MAD,"Comedy, Romance, Drama","Set in an engineering college and revolves around the antics of the students there, primarily the boys, who get a kick out of torturing the hostel warden.",https://image.tmdb.org/t/p/w500/nDpOmgBfQZwOpFBcgokQGqd74r1.jpg,https://image.tmdb.org/t/p/original/jBnnkkXRZ0pV3Tw31Z2ALO638wA.jpg,6.462,2023,124 min,te,
801688,Kalki 2898-AD,"Drama, Action, Fantasy, Science Fiction","In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.",https://image.tmdb.org/t/p/w500/rstcAnBeCkxNQjNp3YXrF6IP1tW.jpg,https://image.tmdb.org/t/p/original/o8XSR1SONnjcsv84NRu6Mwsl5io.jpg,6.419,2024,176 min,te,https://www.youtube.com/watch?v=rn7tdg6cpW4
811941,Devara: Part 1,"Action, Drama","Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",https://image.tmdb.org/t/p/w500/lQfuaXjANoTsdx5iS0gCXlK9D2L.jpg,https://image.tmdb.org/t/p/original/hAQnXxOwCjgYcKRgTdYPRC8neqL.jpg,6.907,2024,175 min,te,https://www.youtube.com/watch?v=S5wQD_0WGTA
256040,Bāhubali: The Beginning,"Action, Drama","The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",https://image.tmdb.org/t/p/w500/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,https://image.tmdb.org/t/p/original/e9ZEuHGHZ06AToHlfN1L7nejJ7W.jpg,7.528,2015,159 min,te,https://www.youtube.com/watch?v=3NQRhE772b0
1353436,KA,"Action, Thriller","Set in 1970s Abhinaya Vasudev, an orphaned and happy-go-lucky postman, treats the Krishnagiri village populace as his extended family. When several women missing and Vasudev’s loved one is nearly abducted, he is determined to find answers.",https://image.tmdb.org/t/p/w500/4Gj7cWuKmWXu1CxwtrzclBlnlm8.jpg,https://image.tmdb.org/t/p/original/ecz0o5V0GhmbjVSWzTJ1neEigQO.jpg,6.5,2024,149 min,te,
1359490,(MAD)²,"Drama, Romance, Comedy","After his wedding turns into a disaster, Laddu and his pals — Manoj, Ashok and Damodar — find themselves traveling to Goa for another wild adventure.",https://image.tmdb.org/t/p/w500/cYGNd3oMRYsvM9gW4i0bzAclOUb.jpg,https://image.tmdb.org/t/p/original/sWVYLXD69FCfYg443SEnuWeQJD7.jpg,7.0,2025,127 min,te,https://www.youtube.com/watch?v=x9jlQ0_K5Zc
1647142,Mension House Mallesh,"Comedy, Drama","In a quiet village where gossip spreads faster than the wind, a swaggering young man becomes the talk of the town after his wedding night sparks unexpected rumours. What follows is a hilarious chain of misunderstandings, ego clashes, and small-town chaos. Mension House Mallesh is a lively rural entertainer packed with satire and nonstop laughter.",https://image.tmdb.org/t/p/w500/L3fL8fPmfFmbZkRkrQJFljRmBo.jpg,https://image.tmdb.org/t/p/original/54RLUt3GoWO6vilmC9pOuyh2L0B.jpg,0.0,2026,121 min,te,
1440700,Little Hearts,"Comedy, Romance, Drama","Akhil, when failed in EAMCET exam, is forced into long-term coaching after heartbreak teaches him the difference between true and shallow love. At the center, he meets Katyayani and falls for her, only to be rejected for a strange reason. Determined not to lose her, his humorous and transformative journey to win her heart becomes the soul of the story.",https://image.tmdb.org/t/p/w500/8QcQ0DP76YpY4VS8bsB53H8Fpwj.jpg,https://image.tmdb.org/t/p/original/wN0epLoxu8pbvde68M9IZG5T8eD.jpg,6.667,2025,128 min,te,https://www.youtube.com/watch?v=LqnFxEISxjI
350312,Bāhubali 2: The Conclusion,"Action, Adventure, Fantasy","When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",https://image.tmdb.org/t/p/w500/21sC2assImQIYCEDA84Qh9d1RsK.jpg,https://image.tmdb.org/t/p/original/whNjsTOUVg2lZLCKgGhnACnmV8E.jpg,7.456,2017,167 min,te,https://www.youtube.com/watch?v=qD-6d8Wo3do
770906,Salaar: Part 1 - Ceasefire,"Action, Crime, Drama","Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.",https://image.tmdb.org/t/p/w500/nlu9WbcetNFRGXXPWITr30ob7W6.jpg,https://image.tmdb.org/t/p/original/xtOCTmGemASooRkAxRorYODig1p.jpg,6.674,2023,175 min,te,https://www.youtube.com/watch?v=9Im1q4gvk1M
1227241,Maa Inti Bangaram,"Action, Thriller, Drama",,https://image.tmdb.org/t/p/w500/n7X5JZLzqzUxwdn9Mwx9cegEnBv.jpg,https://image.tmdb.org/t/p/original/2pA5fvLPZGYR5OukwiRCeliHvNM.jpg,0.0,2026,N/A,te,
1209511,Love Insurance Kompany,"Romance, Science Fiction, Comedy","In 2040, an app premised on ensuring romance for all is used widely by the population. When the voice behind the app's AI realizes its misconception to true love, he embarks on a quest to prove that love does not come from a screen.",https://image.tmdb.org/t/p/w500/1IIUWMKzNVvI6YJX8BKE6EJ9bVd.jpg,https://image.tmdb.org/t/p/original/woos7rldBAKG99HmcbNZNpMjwNk.jpg,5.0,2026,157 min,ta,
1137861,Maalai Nera Malipoo,Drama,The movie is about how the global pandemic forces a prostitute to change her medium of work onto a digital platform and how her relationship with her son is affected,https://image.tmdb.org/t/p/w500/5JQPJNIjNVxlHcx9VX5pvKUj3LQ.jpg,https://image.tmdb.org/t/p/original/mlaq0055pIRfBeMqp6KmuDM2KvB.jpg,6.5,2023,119 min,ta,
1542352,Youth,"Comedy, Romance, Drama","Youth follows Praveen, a 15-year-old boy who enters adolescence determined to find true love before school ends. As he goes through multiple relationships and heartbreaks, he slowly begins to understand what love truly means. Along the way, the experiences shape his growth, maturity, and outlook on life.",https://image.tmdb.org/t/p/w500/rNzk0jlGRPnvZ26On5xhTmLaQhO.jpg,https://image.tmdb.org/t/p/original/eaknBFnMg8fPlwlegBaPtQfhyF8.jpg,7.222,2026,141 min,ta,
1445033,Kaalidas 2,"Thriller, Drama, Action","A dedicated Crime Branch officer, Kaalidas, investigates the disappearance of a child in an apartment complex. What begins as a routine missing-person case quickly turns dark when the child and a dog are found murdered. As more mysterious killings occur in the same building, Kaalidas uncovers hidden secrets among the residents and races against time to stop a killer before more live",https://image.tmdb.org/t/p/w500/fq2eQegiFy6JxyM2S2ctm9RbB2G.jpg,https://image.tmdb.org/t/p/original/sZHwDAtV2auwAjPD2ab4d7wRxkX.jpg,0.0,2026,137 min,ta,https://www.youtube.com/watch?v=H0q7we9BFps
1367220,Karuppu,"Crime, Action, Fantasy, Drama","In a world where justice falters, a powerful guardian awakens. A superhuman rises in a rotten world to set things right in this high-octane fantasy entertainer.",https://image.tmdb.org/t/p/w500/qyENGFXOpb7hq9IIlCEZuw0IU1V.jpg,https://image.tmdb.org/t/p/original/1eAuwNBy34kkM3xkl202z4f1NiI.jpg,0.0,2026,152 min,ta,
1561955,Stephen,"Thriller, Mystery","A psychiatrist evaluating a self-confessed serial killer unravels a twisted web of trauma, deceit, and psychological manipulation—only to question if the killer is truly guilty or just another victim in a larger, darker game.",https://image.tmdb.org/t/p/w500/yUURUJzeSTc47T2VeNw7nZwZ8VJ.jpg,https://image.tmdb.org/t/p/original/7cQjb8cRbRjF5tM5gOCnqsvC0iT.jpg,6.563,2025,124 min,ta,
927342,Amaran,"Action, Drama, Adventure, War","A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",https://image.tmdb.org/t/p/w500/eCB06m1KUGilEOlIzb40nkQhVY0.jpg,https://image.tmdb.org/t/p/original/7cNE2qydew1c8fqnlhWjkE3DHc2.jpg,7.35,2024,169 min,ta,
1310458,Saayavanam,"Thriller, Drama","Sita tries to live an honest and truthful life following all religious and social norms of her upbringing while unraveling the true agenda of men around her. In this process, she emerges victorious as a strong and brave woman.",https://image.tmdb.org/t/p/w500/FfkveUaCib1ukPkBMeU2IFQcqw.jpg,https://image.tmdb.org/t/p/original/anz69m07H9b2zG5Hw5OSQ71dwxJ.jpg,0.0,2025,120 min,ta,
921711,Tamil Rockers,"Comedy, Thriller",4 Major characters running for the Money facing more challenges by forgetting the fact that it's not the decision of money to reach human.,https://image.tmdb.org/t/p/w500/hOoMQIANxXhRUPkrtSYHYuZaFSm.jpg,https://image.tmdb.org/t/p/original/zBzH8K8T9TGzle7bJHCkxssKkhB.jpg,5.333,2021,98 min,ta,
949229,Leo,"Action, Crime, Thriller","Parthiban, a cafe owner, lives with his family in Himachal Pradesh. Things take an absurd turn for him when he gets in the way of a drug cartel.",https://image.tmdb.org/t/p/w500/t1oAdt8JjUs4sHEBvE8fKtjV7er.jpg,https://image.tmdb.org/t/p/original/MSNYxWe4u4en9vQ3oZIKQWKYHu.jpg,6.867,2023,163 min,ta,https://www.youtube.com/watch?v=FZYhL_bVQUQ
1561687,Made in Korea,Drama,A woman from a small town in Tamil Nadu moves to South Korea — a place she always dreamed of — but struggles to find her footing in a foreign land.,https://image.tmdb.org/t/p/w500/foEObhyAMM3dxYeBEr242EdQDB7.jpg,https://image.tmdb.org/t/p/original/5MaWBfAxdlbsqDpq8mjCBNVoLM3.jpg,7.2,2026,113 min,ta,
1321108,Dude,"Action, Comedy, Drama, Romance","Childhood friends Agan and Kural are inseparable. When Kural encounters romantic troubles, Agan must balance his hidden feelings for her with his desire to ensure her happiness.",https://image.tmdb.org/t/p/w500/6DoLxt1LLXcBuNeByHsSGLiAB0L.jpg,https://image.tmdb.org/t/p/original/kDRkOFPkjYjubhiIcvurBKuLSRI.jpg,5.568,2025,140 min,ta,
1398359,Tourist Family,"Comedy, Drama, Family",A quirky Sri Lankan family seeking a fresh start in India transforms a disconnected neighborhood into a vibrant community with their infectious love and kindness.,https://image.tmdb.org/t/p/w500/rEffPihtdQXiXfRdfq7pPM5JDqa.jpg,https://image.tmdb.org/t/p/original/9aecROz2WTJVxO0MMKrMDQsx7F6.jpg,7.9,2025,128 min,ta,
1273049,Dragon,"Romance, Comedy, Drama","Raghavan transforms from a school topper into a “bad boy” to score girls in college, but ends up a heartbroken dropout. He then cons his way into a successful finance career, but the lies keep building and maintaining the facade proves tricky.",https://image.tmdb.org/t/p/w500/vKNJPuejtE6Xrp6RK6LKsQcbL8L.jpg,https://image.tmdb.org/t/p/original/8y8pxJwYEK1WvQAfoZTwC601eD8.jpg,7.6,2025,157 min,ta,
1265827,Retro,"Romance, Action, Drama, Crime","A man with a violent past seeks a fresh start, but the life he left behind resurfaces, forcing him to face old conflicts and redefine his future.",https://image.tmdb.org/t/p/w500/pJPK57REXsaLydpOPgHwWAQMdqz.jpg,https://image.tmdb.org/t/p/original/rGcZhLzwOLz3OWWpYrelgP4HUIQ.jpg,6.341,2025,162 min,ta,
1602783,Thaai Kizhavi,"Comedy, Drama","An elderly and feared moneylender from a village near Madurai falls seriously ill, prompting her estranged sons and extended family to reunite after years of separation. As tensions rise inside the household, hidden motives, family conflicts, and expectations over her wealth turn her uncertain condition into the center of a chaotic family drama.",https://image.tmdb.org/t/p/w500/21dLAnBhu3dMjQ89UIHGEtkoQ02.jpg,https://image.tmdb.org/t/p/original/uXnVsLFzxt8zTTPgzFhqeSkI3ce.jpg,7.0,2026,144 min,ta,
370076,Theri,"Action, Crime, Thriller","When an honest cop, Vijay Kumar's family is ruthlessly slaughtered by a politician and his aides, he decides to change his identity and commits his life to bring his daughter up in a serene atmosphere. But some freak events end up compromising his identity and what he does to save his daughter and avenge the death of his family unfurls as Theri.",https://image.tmdb.org/t/p/w500/f6BhexotEqO3GejXa3FopBNGL6M.jpg,https://image.tmdb.org/t/p/original/yzoyr6nuB3ChA38MSHjYKlMpU6W.jpg,6.8,2016,157 min,ta,
1518247,Happy Raj,"Romance, Comedy, Drama","A city romance meets a rural family invasion. What follows is chaos, comedy, and heartfelt moments. The story unfolds as a joyful entertainer that explores love, cultural clashes, and the importance of family bonds.",https://image.tmdb.org/t/p/w500/8hmB6KNUFFzChYJxngIp063H2YR.jpg,https://image.tmdb.org/t/p/original/fug20H3qffP941XVDJCnpY61GVn.jpg,5.0,2026,159 min,ta,
1508564,With Love,"Romance, Comedy","Sathya reluctantly agrees to a blind date arranged by his sister and meets Monisha. They discover they attended the same school years ago. Bonding over shared memories and old crushes, they reconnect with their past and grow closer.",https://image.tmdb.org/t/p/w500/84rCbRiY7cXwDO8lAXp5MIxuok5.jpg,https://image.tmdb.org/t/p/original/k9GObZbUUUxOjlRjY172GVroeSJ.jpg,6.923,2026,141 min,ta,https://www.youtube.com/watch?v=09M9_khkgRw
1118224,Maharaja,"Action, Thriller, Mystery","A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",https://image.tmdb.org/t/p/w500/s0m4TM1XRAftQStgKpw024RvkJo.jpg,https://image.tmdb.org/t/p/original/if61bpqSXngkGoGNjMdHZt02wZS.jpg,7.623,2024,141 min,ta,https://www.youtube.com/watch?v=Otcr-vRuaQs
1336770,Vaazha II,"Comedy, Drama","Four friends – Hashir, Alan, Ajin and Vinayak – are considered losers and troublemakers by parents, family and the school management. They face immense social pressure as they reach adulthood, embarking them on an emotional journey of self discovery and acceptance, where they finally learn to take up their responsibilities and find success.",https://image.tmdb.org/t/p/w500/1yLZ7kExd0UGGbaZW4LxmYD4OIf.jpg,https://image.tmdb.org/t/p/original/uNA0OVk09Hbwflye3eBoOiGIKGc.jpg,7.2,2026,162 min,ml,
1576369,Bharathanatyam 2 Mohiniyattam,"Comedy, Thriller","The family's journey to Sreekandapuram to settle the late Bharathan Nair's second wife and son takes a dark turn when an issue from his past resurfaces, leading to an unexpected crime. Forced into a desperate cover-up to protect their future, the family must navigate a treacherous path of secrecy and mounting pressure, determined to overcome any obstacle by any means necessary.",https://image.tmdb.org/t/p/w500/lsg0IxNQCUxKqs63YjturEuY0qQ.jpg,https://image.tmdb.org/t/p/original/g7y8EDiXvlZYrIKDLlhtbcAPnxS.jpg,7.8,2026,145 min,ml,
1189518,Vaazha,"Comedy, Drama","Four friends deemed 'losers' face immense pressure from parents and society upon entering adulthood. Their emotional tale sees them embark on a journey of self-discovery and acceptance, where love ultimately triumphs over judgment.",https://image.tmdb.org/t/p/w500/6SFL0Z5x4FQTNYoDCp6SbbyydQm.jpg,https://image.tmdb.org/t/p/original/65vGOUKdIycwaXdXbzdN1ns8jaL.jpg,6.6,2024,125 min,ml,
